Country,Year,Total Population,projection
European Total,1950,  549 329,0
European Total,1951,  554 325,0
European Total,1952,  559 694,0
European Total,1953,  565 282,0
European Total,1954,  570 970,0
European Total,1955,  576 679,0
European Total,1956,  582 371,0
European Total,1957,  588 048,0
European Total,1958,  593 743,0
European Total,1959,  599 513,0
European Total,1960,  605 407,0
European Total,1961,  611 434,0
European Total,1962,  617 536,0
European Total,1963,  623 575,0
European Total,1964,  629 367,0
European Total,1965,  634 783,0
European Total,1966,  639 762,0
European Total,1967,  644 345,0
European Total,1968,  648 636,0
European Total,1969,  652 790,0
European Total,1970,  656 919,0
European Total,1971,  661 056,0
European Total,1972,  665 164,0
European Total,1973,  669 208,0
European Total,1974,  673 132,0
European Total,1975,  676 895,0
European Total,1976,  680 498,0
European Total,1977,  683 960,0
European Total,1978,  687 286,0
European Total,1979,  690 485,0
European Total,1980,  693 567,0
European Total,1981,  696 513,0
European Total,1982,  699 330,0
European Total,1983,  702 070,0
European Total,1984,  704 807,0
European Total,1985,  707 584,0
European Total,1986,  710 422,0
European Total,1987,  713 279,0
European Total,1988,  716 057,0
European Total,1989,  718 617,0
European Total,1990,  720 858,0
European Total,1991,  722 776,0
European Total,1992,  724 390,0
European Total,1993,  725 657,0
European Total,1994,  726 529,0
European Total,1995,  726 994,0
European Total,1996,  727 020,0
European Total,1997,  726 669,0
European Total,1998,  726 142,0
European Total,1999,  725 705,0
European Total,2000,  725 558,0
European Total,2001,  725 772,0
European Total,2002,  726 312,0
European Total,2003,  727 134,0
European Total,2004,  728 150,0
European Total,2005,  729 288,0
European Total,2006,  730 547,0
European Total,2007,  731 939,0
European Total,2008,  733 416,0
European Total,2009,  734 923,0
European Total,2010,  736 413,0
European Total,2011,  737 851,0
European Total,2012,  739 225,0
European Total,2013,  740 542,0
European Total,2014,  741 818,0
European Total,2015,  743 059,0
European Total,2016,  744 269,0
European Total,2017,  745 415,0
European Total,2018,  746 419,0
European Total,2019,  747 183,0
European Total,2020,  747 636,0
Austria,1950,  6 936,0
Austria,1951,  6 931,0
Austria,1952,  6 931,0
Austria,1953,  6 935,0
Austria,1954,  6 943,0
Austria,1955,  6 953,0
Austria,1956,  6 968,0
Austria,1957,  6 986,0
Austria,1958,  7 008,0
Austria,1959,  7 037,0
Austria,1960,  7 071,0
Austria,1961,  7 111,0
Austria,1962,  7 157,0
Austria,1963,  7 206,0
Austria,1964,  7 256,0
Austria,1965,  7 305,0
Austria,1966,  7 352,0
Austria,1967,  7 397,0
Austria,1968,  7 440,0
Austria,1969,  7 479,0
Austria,1970,  7 516,0
Austria,1971,  7 550,0
Austria,1972,  7 581,0
Austria,1973,  7 607,0
Austria,1974,  7 626,0
Austria,1975,  7 638,0
Austria,1976,  7 641,0
Austria,1977,  7 637,0
Austria,1978,  7 628,0
Austria,1979,  7 618,0
Austria,1980,  7 610,0
Austria,1981,  7 605,0
Austria,1982,  7 602,0
Austria,1983,  7 603,0
Austria,1984,  7 607,0
Austria,1985,  7 615,0
Austria,1986,  7 625,0
Austria,1987,  7 639,0
Austria,1988,  7 659,0
Austria,1989,  7 687,0
Austria,1990,  7 724,0
Austria,1991,  7 773,0
Austria,1992,  7 831,0
Austria,1993,  7 892,0
Austria,1994,  7 947,0
Austria,1995,  7 990,0
Austria,1996,  8 018,0
Austria,1997,  8 033,0
Austria,1998,  8 041,0
Austria,1999,  8 051,0
Austria,2000,  8 069,0
Austria,2001,  8 098,0
Austria,2002,  8 134,0
Austria,2003,  8 176,0
Austria,2004,  8 217,0
Austria,2005,  8 254,0
Austria,2006,  8 285,0
Austria,2007,  8 314,0
Austria,2008,  8 342,0
Austria,2009,  8 373,0
Austria,2010,  8 410,0
Austria,2011,  8 454,0
Austria,2012,  8 502,0
Austria,2013,  8 556,0
Austria,2014,  8 615,0
Austria,2015,  8 679,0
Austria,2016,  8 747,0
Austria,2017,  8 820,0
Austria,2018,  8 891,0
Austria,2019,  8 955,0
Austria,2020,  9 006,0
Belgium,1950,  8 638,0
Belgium,1951,  8 680,0
Belgium,1952,  8 728,0
Belgium,1953,  8 779,0
Belgium,1954,  8 833,0
Belgium,1955,  8 887,0
Belgium,1956,  8 942,0
Belgium,1957,  8 998,0
Belgium,1958,  9 054,0
Belgium,1959,  9 110,0
Belgium,1960,  9 167,0
Belgium,1961,  9 225,0
Belgium,1962,  9 284,0
Belgium,1963,  9 340,0
Belgium,1964,  9 394,0
Belgium,1965,  9 444,0
Belgium,1966,  9 489,0
Belgium,1967,  9 529,0
Belgium,1968,  9 566,0
Belgium,1969,  9 600,0
Belgium,1970,  9 632,0
Belgium,1971,  9 663,0
Belgium,1972,  9 693,0
Belgium,1973,  9 721,0
Belgium,1974,  9 747,0
Belgium,1975,  9 772,0
Belgium,1976,  9 795,0
Belgium,1977,  9 817,0
Belgium,1978,  9 837,0
Belgium,1979,  9 854,0
Belgium,1980,  9 869,0
Belgium,1981,  9 881,0
Belgium,1982,  9 890,0
Belgium,1983,  9 898,0
Belgium,1984,  9 906,0
Belgium,1985,  9 917,0
Belgium,1986,  9 929,0
Belgium,1987,  9 942,0
Belgium,1988,  9 959,0
Belgium,1989,  9 980,0
Belgium,1990,  10 007,0
Belgium,1991,  10 039,0
Belgium,1992,  10 078,0
Belgium,1993,  10 119,0
Belgium,1994,  10 156,0
Belgium,1995,  10 186,0
Belgium,1996,  10 208,0
Belgium,1997,  10 224,0
Belgium,1998,  10 237,0
Belgium,1999,  10 255,0
Belgium,2000,  10 282,0
Belgium,2001,  10 319,0
Belgium,2002,  10 365,0
Belgium,2003,  10 419,0
Belgium,2004,  10 480,0
Belgium,2005,  10 547,0
Belgium,2006,  10 619,0
Belgium,2007,  10 698,0
Belgium,2008,  10 779,0
Belgium,2009,  10 860,0
Belgium,2010,  10 939,0
Belgium,2011,  11 014,0
Belgium,2012,  11 085,0
Belgium,2013,  11 154,0
Belgium,2014,  11 221,0
Belgium,2015,  11 288,0
Belgium,2016,  11 354,0
Belgium,2017,  11 420,0
Belgium,2018,  11 482,0
Belgium,2019,  11 539,0
Belgium,2020,  11 590,0
Denmark,1950,  4 268,0
Denmark,1951,  4 309,0
Denmark,1952,  4 346,0
Denmark,1953,  4 380,0
Denmark,1954,  4 412,0
Denmark,1955,  4 441,0
Denmark,1956,  4 468,0
Denmark,1957,  4 495,0
Denmark,1958,  4 522,0
Denmark,1959,  4 551,0
Denmark,1960,  4 581,0
Denmark,1961,  4 614,0
Denmark,1962,  4 649,0
Denmark,1963,  4 686,0
Denmark,1964,  4 724,0
Denmark,1965,  4 760,0
Denmark,1966,  4 796,0
Denmark,1967,  4 832,0
Denmark,1968,  4 866,0
Denmark,1969,  4 899,0
Denmark,1970,  4 931,0
Denmark,1971,  4 962,0
Denmark,1972,  4 991,0
Denmark,1973,  5 017,0
Denmark,1974,  5 041,0
Denmark,1975,  5 063,0
Denmark,1976,  5 081,0
Denmark,1977,  5 097,0
Denmark,1978,  5 110,0
Denmark,1979,  5 119,0
Denmark,1980,  5 124,0
Denmark,1981,  5 125,0
Denmark,1982,  5 123,0
Denmark,1983,  5 120,0
Denmark,1984,  5 116,0
Denmark,1985,  5 114,0
Denmark,1986,  5 115,0
Denmark,1987,  5 117,0
Denmark,1988,  5 122,0
Denmark,1989,  5 130,0
Denmark,1990,  5 141,0
Denmark,1991,  5 155,0
Denmark,1992,  5 172,0
Denmark,1993,  5 191,0
Denmark,1994,  5 211,0
Denmark,1995,  5 233,0
Denmark,1996,  5 255,0
Denmark,1997,  5 278,0
Denmark,1998,  5 300,0
Denmark,1999,  5 322,0
Denmark,2000,  5 341,0
Denmark,2001,  5 358,0
Denmark,2002,  5 373,0
Denmark,2003,  5 387,0
Denmark,2004,  5 403,0
Denmark,2005,  5 422,0
Denmark,2006,  5 444,0
Denmark,2007,  5 470,0
Denmark,2008,  5 498,0
Denmark,2009,  5 526,0
Denmark,2010,  5 555,0
Denmark,2011,  5 583,0
Denmark,2012,  5 611,0
Denmark,2013,  5 638,0
Denmark,2014,  5 664,0
Denmark,2015,  5 689,0
Denmark,2016,  5 711,0
Denmark,2017,  5 732,0
Denmark,2018,  5 752,0
Denmark,2019,  5 772,0
Denmark,2020,  5 792,0
Finland,1950,  4 008,0
Finland,1951,  4 050,0
Finland,1952,  4 097,0
Finland,1953,  4 144,0
Finland,1954,  4 192,0
Finland,1955,  4 238,0
Finland,1956,  4 282,0
Finland,1957,  4 324,0
Finland,1958,  4 363,0
Finland,1959,  4 400,0
Finland,1960,  4 435,0
Finland,1961,  4 468,0
Finland,1962,  4 499,0
Finland,1963,  4 527,0
Finland,1964,  4 550,0
Finland,1965,  4 569,0
Finland,1966,  4 581,0
Finland,1967,  4 589,0
Finland,1968,  4 594,0
Finland,1969,  4 601,0
Finland,1970,  4 612,0
Finland,1971,  4 629,0
Finland,1972,  4 651,0
Finland,1973,  4 675,0
Finland,1974,  4 699,0
Finland,1975,  4 719,0
Finland,1976,  4 734,0
Finland,1977,  4 747,0
Finland,1978,  4 758,0
Finland,1979,  4 771,0
Finland,1980,  4 788,0
Finland,1981,  4 810,0
Finland,1982,  4 835,0
Finland,1983,  4 862,0
Finland,1984,  4 888,0
Finland,1985,  4 911,0
Finland,1986,  4 930,0
Finland,1987,  4 946,0
Finland,1988,  4 961,0
Finland,1989,  4 977,0
Finland,1990,  4 996,0
Finland,1991,  5 019,0
Finland,1992,  5 045,0
Finland,1993,  5 072,0
Finland,1994,  5 097,0
Finland,1995,  5 119,0
Finland,1996,  5 137,0
Finland,1997,  5 152,0
Finland,1998,  5 164,0
Finland,1999,  5 176,0
Finland,2000,  5 188,0
Finland,2001,  5 200,0
Finland,2002,  5 213,0
Finland,2003,  5 227,0
Finland,2004,  5 242,0
Finland,2005,  5 259,0
Finland,2006,  5 277,0
Finland,2007,  5 298,0
Finland,2008,  5 319,0
Finland,2009,  5 342,0
Finland,2010,  5 366,0
Finland,2011,  5 390,0
Finland,2012,  5 415,0
Finland,2013,  5 439,0
Finland,2014,  5 461,0
Finland,2015,  5 481,0
Finland,2016,  5 498,0
Finland,2017,  5 511,0
Finland,2018,  5 523,0
Finland,2019,  5 532,0
Finland,2020,  5 541,0
France,1950,  41 834,0
France,1951,  42 031,0
France,1952,  42 316,0
France,1953,  42 655,0
France,1954,  43 025,0
France,1955,  43 411,0
France,1956,  43 809,0
France,1957,  44 221,0
France,1958,  44 659,0
France,1959,  45 138,0
France,1960,  45 673,0
France,1961,  46 267,0
France,1962,  46 907,0
France,1963,  47 561,0
France,1964,  48 184,0
France,1965,  48 747,0
France,1966,  49 233,0
France,1967,  49 651,0
France,1968,  50 025,0
France,1969,  50 387,0
France,1970,  50 764,0
France,1971,  51 163,0
France,1972,  51 573,0
France,1973,  51 980,0
France,1974,  52 357,0
France,1975,  52 689,0
France,1976,  52 969,0
France,1977,  53 209,0
France,1978,  53 423,0
France,1979,  53 637,0
France,1980,  53 868,0
France,1981,  54 121,0
France,1982,  54 391,0
France,1983,  54 675,0
France,1984,  54 965,0
France,1985,  55 255,0
France,1986,  55 545,0
France,1987,  55 838,0
France,1988,  56 126,0
France,1989,  56 404,0
France,1990,  56 667,0
France,1991,  56 914,0
France,1992,  57 147,0
France,1993,  57 370,0
France,1994,  57 587,0
France,1995,  57 802,0
France,1996,  58 012,0
France,1997,  58 221,0
France,1998,  58 444,0
France,1999,  58 704,0
France,2000,  59 015,0
France,2001,  59 384,0
France,2002,  59 803,0
France,2003,  60 252,0
France,2004,  60 698,0
France,2005,  61 120,0
France,2006,  61 509,0
France,2007,  61 869,0
France,2008,  62 209,0
France,2009,  62 543,0
France,2010,  62 880,0
France,2011,  63 222,0
France,2012,  63 564,0
France,2013,  63 894,0
France,2014,  64 194,0
France,2015,  64 453,0
France,2016,  64 668,0
France,2017,  64 843,0
France,2018,  64 991,0
France,2019,  65 130,0
France,2020,  65 274,0
Germany,1950,  69 966,0
Germany,1951,  70 300,0
Germany,1952,  70 620,0
Germany,1953,  70 930,0
Germany,1954,  71 233,0
Germany,1955,  71 537,0
Germany,1956,  71 851,0
Germany,1957,  72 183,0
Germany,1958,  72 548,0
Germany,1959,  72 955,0
Germany,1960,  73 414,0
Germany,1961,  73 928,0
Germany,1962,  74 489,0
Germany,1963,  75 081,0
Germany,1964,  75 677,0
Germany,1965,  76 258,0
Germany,1966,  76 820,0
Germany,1967,  77 357,0
Germany,1968,  77 847,0
Germany,1969,  78 261,0
Germany,1970,  78 578,0
Germany,1971,  78 790,0
Germany,1972,  78 902,0
Germany,1973,  78 932,0
Germany,1974,  78 910,0
Germany,1975,  78 856,0
Germany,1976,  78 782,0
Germany,1977,  78 687,0
Germany,1978,  78 574,0
Germany,1979,  78 438,0
Germany,1980,  78 283,0
Germany,1981,  78 108,0
Germany,1982,  77 926,0
Germany,1983,  77 770,0
Germany,1984,  77 682,0
Germany,1985,  77 692,0
Germany,1986,  77 806,0
Germany,1987,  78 016,0
Germany,1988,  78 308,0
Germany,1989,  78 660,0
Germany,1990,  79 054,0
Germany,1991,  79 491,0
Germany,1992,  79 963,0
Germany,1993,  80 429,0
Germany,1994,  80 833,0
Germany,1995,  81 139,0
Germany,1996,  81 324,0
Germany,1997,  81 399,0
Germany,1998,  81 403,0
Germany,1999,  81 390,0
Germany,2000,  81 401,0
Germany,2001,  81 454,0
Germany,2002,  81 535,0
Germany,2003,  81 614,0
Germany,2004,  81 646,0
Germany,2005,  81 603,0
Germany,2006,  81 472,0
Germany,2007,  81 278,0
Germany,2008,  81 066,0
Germany,2009,  80 900,0
Germany,2010,  80 827,0
Germany,2011,  80 856,0
Germany,2012,  80 973,0
Germany,2013,  81 174,0
Germany,2014,  81 450,0
Germany,2015,  81 787,0
Germany,2016,  82 194,0
Germany,2017,  82 658,0
Germany,2018,  83 124,0
Germany,2019,  83 517,0
Germany,2020,  83 784,0
Ireland,1950,  2 913,0
Ireland,1951,  2 913,0
Ireland,1952,  2 909,0
Ireland,1953,  2 901,0
Ireland,1954,  2 889,0
Ireland,1955,  2 873,0
Ireland,1956,  2 855,0
Ireland,1957,  2 835,0
Ireland,1958,  2 816,0
Ireland,1959,  2 801,0
Ireland,1960,  2 791,0
Ireland,1961,  2 789,0
Ireland,1962,  2 792,0
Ireland,1963,  2 801,0
Ireland,1964,  2 812,0
Ireland,1965,  2 824,0
Ireland,1966,  2 835,0
Ireland,1967,  2 846,0
Ireland,1968,  2 861,0
Ireland,1969,  2 881,0
Ireland,1970,  2 908,0
Ireland,1971,  2 944,0
Ireland,1972,  2 987,0
Ireland,1973,  3 034,0
Ireland,1974,  3 085,0
Ireland,1975,  3 137,0
Ireland,1976,  3 190,0
Ireland,1977,  3 243,0
Ireland,1978,  3 294,0
Ireland,1979,  3 342,0
Ireland,1980,  3 385,0
Ireland,1981,  3 422,0
Ireland,1982,  3 454,0
Ireland,1983,  3 479,0
Ireland,1984,  3 499,0
Ireland,1985,  3 511,0
Ireland,1986,  3 516,0
Ireland,1987,  3 516,0
Ireland,1988,  3 512,0
Ireland,1989,  3 510,0
Ireland,1990,  3 511,0
Ireland,1991,  3 518,0
Ireland,1992,  3 530,0
Ireland,1993,  3 547,0
Ireland,1994,  3 568,0
Ireland,1995,  3 592,0
Ireland,1996,  3 620,0
Ireland,1997,  3 651,0
Ireland,1998,  3 688,0
Ireland,1999,  3 731,0
Ireland,2000,  3 783,0
Ireland,2001,  3 842,0
Ireland,2002,  3 908,0
Ireland,2003,  3 980,0
Ireland,2004,  4 058,0
Ireland,2005,  4 141,0
Ireland,2006,  4 231,0
Ireland,2007,  4 325,0
Ireland,2008,  4 416,0
Ireland,2009,  4 495,0
Ireland,2010,  4 554,0
Ireland,2011,  4 591,0
Ireland,2012,  4 608,0
Ireland,2013,  4 615,0
Ireland,2014,  4 627,0
Ireland,2015,  4 652,0
Ireland,2016,  4 696,0
Ireland,2017,  4 753,0
Ireland,2018,  4 819,0
Ireland,2019,  4 882,0
Ireland,2020,  4 938,0
Italy,1950,  46 599,0
Italy,1951,  47 010,0
Italy,1952,  47 391,0
Italy,1953,  47 737,0
Italy,1954,  48 051,0
Italy,1955,  48 336,0
Italy,1956,  48 599,0
Italy,1957,  48 852,0
Italy,1958,  49 110,0
Italy,1959,  49 388,0
Italy,1960,  49 700,0
Italy,1961,  50 052,0
Italy,1962,  50 442,0
Italy,1963,  50 856,0
Italy,1964,  51 273,0
Italy,1965,  51 677,0
Italy,1966,  52 063,0
Italy,1967,  52 433,0
Italy,1968,  52 795,0
Italy,1969,  53 155,0
Italy,1970,  53 519,0
Italy,1971,  53 889,0
Italy,1972,  54 259,0
Italy,1973,  54 619,0
Italy,1974,  54 958,0
Italy,1975,  55 265,0
Italy,1976,  55 538,0
Italy,1977,  55 778,0
Italy,1978,  55 989,0
Italy,1979,  56 178,0
Italy,1980,  56 349,0
Italy,1981,  56 505,0
Italy,1982,  56 645,0
Italy,1983,  56 765,0
Italy,1984,  56 863,0
Italy,1985,  56 937,0
Italy,1986,  56 984,0
Italy,1987,  57 008,0
Italy,1988,  57 018,0
Italy,1989,  57 029,0
Italy,1990,  57 048,0
Italy,1991,  57 088,0
Italy,1992,  57 145,0
Italy,1993,  57 198,0
Italy,1994,  57 214,0
Italy,1995,  57 174,0
Italy,1996,  57 065,0
Italy,1997,  56 904,0
Italy,1998,  56 743,0
Italy,1999,  56 656,0
Italy,2000,  56 692,0
Italy,2001,  56 875,0
Italy,2002,  57 183,0
Italy,2003,  57 565,0
Italy,2004,  57 948,0
Italy,2005,  58 281,0
Italy,2006,  58 543,0
Italy,2007,  58 748,0
Italy,2008,  58 922,0
Italy,2009,  59 106,0
Italy,2010,  59 325,0
Italy,2011,  59 589,0
Italy,2012,  59 879,0
Italy,2013,  60 167,0
Italy,2014,  60 410,0
Italy,2015,  60 578,0
Italy,2016,  60 663,0
Italy,2017,  60 674,0
Italy,2018,  60 627,0
Italy,2019,  60 550,0
Italy,2020,  60 462,0
Netherlands,1950,  10 042,0
Netherlands,1951,  10 168,0
Netherlands,1952,  10 298,0
Netherlands,1953,  10 432,0
Netherlands,1954,  10 570,0
Netherlands,1955,  10 710,0
Netherlands,1956,  10 852,0
Netherlands,1957,  10 997,0
Netherlands,1958,  11 144,0
Netherlands,1959,  11 295,0
Netherlands,1960,  11 449,0
Netherlands,1961,  11 606,0
Netherlands,1962,  11 767,0
Netherlands,1963,  11 928,0
Netherlands,1964,  12 089,0
Netherlands,1965,  12 248,0
Netherlands,1966,  12 404,0
Netherlands,1967,  12 557,0
Netherlands,1968,  12 707,0
Netherlands,1969,  12 855,0
Netherlands,1970,  13 002,0
Netherlands,1971,  13 148,0
Netherlands,1972,  13 292,0
Netherlands,1973,  13 431,0
Netherlands,1974,  13 562,0
Netherlands,1975,  13 683,0
Netherlands,1976,  13 793,0
Netherlands,1977,  13 893,0
Netherlands,1978,  13 984,0
Netherlands,1979,  14 069,0
Netherlands,1980,  14 148,0
Netherlands,1981,  14 224,0
Netherlands,1982,  14 295,0
Netherlands,1983,  14 365,0
Netherlands,1984,  14 438,0
Netherlands,1985,  14 514,0
Netherlands,1986,  14 596,0
Netherlands,1987,  14 683,0
Netherlands,1988,  14 774,0
Netherlands,1989,  14 869,0
Netherlands,1990,  14 965,0
Netherlands,1991,  15 065,0
Netherlands,1992,  15 166,0
Netherlands,1993,  15 268,0
Netherlands,1994,  15 369,0
Netherlands,1995,  15 468,0
Netherlands,1996,  15 563,0
Netherlands,1997,  15 655,0
Netherlands,1998,  15 746,0
Netherlands,1999,  15 836,0
Netherlands,2000,  15 926,0
