date,cntas,country,asset
01/01/2003,723346,Federal Reserve System,723346
01/04/2003,737916,Federal Reserve System,737916
01/07/2003,741690,Federal Reserve System,741690
01/10/2003,751828,Federal Reserve System,751828
01/01/2004,756309,Federal Reserve System,756309
01/04/2004,765641,Federal Reserve System,765641
01/07/2004,778478,Federal Reserve System,778478
01/10/2004,799499,Federal Reserve System,799499
01/01/2005,803305,Federal Reserve System,803305
01/04/2005,807718,Federal Reserve System,807718
01/07/2005,816921,Federal Reserve System,816921
01/10/2005,828312,Federal Reserve System,828312
01/01/2006,836512,Federal Reserve System,836512
01/04/2006,842214,Federal Reserve System,842214
01/07/2006,845169,Federal Reserve System,845169
01/10/2006,857002,Federal Reserve System,857002
01/01/2007,865283,Federal Reserve System,865283
01/04/2007,870329,Federal Reserve System,870329
01/07/2007,871863,Federal Reserve System,871863
01/10/2007,882967,Federal Reserve System,882967
01/01/2008,889325,Federal Reserve System,889325
01/04/2008,891236,Federal Reserve System,891236
01/07/2008,937908,Federal Reserve System,937908
01/10/2008,2023719,Federal Reserve System,2023719
01/01/2009,1966766,Federal Reserve System,1966766
01/04/2009,2106421,Federal Reserve System,2106421
01/07/2009,2061508,Federal Reserve System,2061508
01/10/2009,2192677,Federal Reserve System,2192677
01/01/2010,2275870,Federal Reserve System,2275870
01/04/2010,2334581,Federal Reserve System,2334581
01/07/2010,2316060,Federal Reserve System,2316060
01/10/2010,2342764,Federal Reserve System,2342764
01/01/2011,2516460,Federal Reserve System,2516460
01/04/2011,2756634,Federal Reserve System,2756634
01/07/2011,2863445,Federal Reserve System,2863445
01/10/2011,2854890,Federal Reserve System,2854890
01/01/2012,2911888,Federal Reserve System,2911888
01/04/2012,2862443,Federal Reserve System,2862443
01/07/2012,2837341,Federal Reserve System,2837341
01/10/2012,2858947,Federal Reserve System,2858947
01/01/2013,3060648,Federal Reserve System,3060648
01/04/2013,3353623,Federal Reserve System,3353623
01/07/2013,3613485,Federal Reserve System,3613485
01/10/2013,3889295,Federal Reserve System,3889295
01/01/2014,4127964,Federal Reserve System,4127964
01/04/2014,4311948,Federal Reserve System,4311948
01/07/2014,4414642,Federal Reserve System,4414642
01/10/2014,4484785,Federal Reserve System,4484785
01/01/2015,4497297,Federal Reserve System,4497297
01/04/2015,4480482,Federal Reserve System,4480482
01/07/2015,4485814,Federal Reserve System,4485814
01/10/2015,4489102,Federal Reserve System,4489102
01/01/2016,4486484,Federal Reserve System,4486484
01/04/2016,4475798,Federal Reserve System,4475798
01/07/2016,4468330,Federal Reserve System,4468330
01/10/2016,4457911,Federal Reserve System,4457911
01/01/2017,4460615,Federal Reserve System,4460615
01/04/2017,4471341,Federal Reserve System,4471341
01/07/2017,4463849,Federal Reserve System,4463849
01/10/2017,4452972,Federal Reserve System,4452972
01/01/2018,4418993,Federal Reserve System,4418993
01/04/2018,4346987,Federal Reserve System,4346987
01/07/2018,4243144,Federal Reserve System,4243144
01/10/2018,4128102,Federal Reserve System,4128102
01/01/2019,4009351,Federal Reserve System,4009351
01/04/2019,3881489,Federal Reserve System,3881489
01/07/2019,3795758,Federal Reserve System,3795758
01/10/2019,4037312,Federal Reserve System,4037312
01/01/2020,4304006,Federal Reserve System,4304006
01/04/2020,6753313,Federal Reserve System,6753313
01/07/2020,6996256,Federal Reserve System,6996256
01/10/2020,7225935,Federal Reserve System,7225935
01/01/2021,7517579,Federal Reserve System,7517579
01/04/2021,7900327,Federal Reserve System,7900327
01/07/2021,8309389,Federal Reserve System,8309389
01/10/2021,8636952,Federal Reserve System,8636952
01/01/2022,8883724,Federal Reserve System,8883724
30-Sep-20,894910,Bank of England,1163383
30-Jun-20,825973,Bank of England,1073765
31-Mar-20,655852,Bank of England,852608
31-Dec-19,597929,Bank of England,777308
30-Sep-19,605436,Bank of England,787067
30-Jun-19,607467,Bank of England,789707
31-Mar-19,608848,Bank of England,791502
31-Dec-18,604789,Bank of England,786226
30-Sep-18,608447,Bank of England,790981
30-Jun-18,606970,Bank of England,789061
31-Mar-18,606767,Bank of England,788797
31-Dec-17,583890,Bank of England,759057
30-Sep-17,567206,Bank of England,737368
30-Jun-17,560874,Bank of England,729136
31-Mar-17,539184,Bank of England,700939
31-Dec-16,490004,Bank of England,637005
30-Sep-16,449882,Bank of England,584847
30-Jun-16,430159,Bank of England,559207
31-Mar-16,423246,Bank of England,550220
31-Dec-15,419494,Bank of England,545342
30-Sep-15,419221,Bank of England,544987
30-Jun-15,416873,Bank of England,541935
31-Mar-15,410775,Bank of England,534008
31-Dec-14,406582,Bank of England,528557
30-Sep-14,405065,Bank of England,526585
24-Sep-14,405132,Bank of England,526672
17-Sep-14,404299,Bank of England,525589
10-Sep-14,404953,Bank of England,526439
03-Sep-14,405455,Bank of England,527092
27-Aug-14,405184,Bank of England,526739
20-Aug-14,404945,Bank of England,526429
13-Aug-14,404956,Bank of England,526443
06-Aug-14,405170,Bank of England,526721
30-Jul-14,404971,Bank of England,526462
23-Jul-14,404980,Bank of England,526474
16-Jul-14,404806,Bank of England,526248
09-Jul-14,404964,Bank of England,526453
02-Jul-14,404588,Bank of England,525964
30-Jun-14,404053,Bank of England,525269
25-Jun-14,404797,Bank of England,526236
18-Jun-14,404280,Bank of England,525564
11-Jun-14,403371,Bank of England,524382
04-Jun-14,403179,Bank of England,524133
28-May-14,403425,Bank of England,524453
21-May-14,403174,Bank of England,524126
14-May-14,402786,Bank of England,523622
07-May-14,403409,Bank of England,524432
30-Apr-14,403613,Bank of England,524697
23-Apr-14,403335,Bank of England,524336
16-Apr-14,403722,Bank of England,524839
09-Apr-14,403888,Bank of England,525054
02-Apr-14,404026,Bank of England,525234
31-Mar-14,403564,Bank of England,524633
26-Mar-14,403786,Bank of England,524922
19-Mar-14,404304,Bank of England,525595
12-Mar-14,405312,Bank of England,526906
05-Mar-14,403709,Bank of England,524822
26-Feb-14,403617,Bank of England,524702
19-Feb-14,403089,Bank of England,524016
12-Feb-14,402162,Bank of England,522811
05-Feb-14,402814,Bank of England,523658
29-Jan-14,402280,Bank of England,522964
22-Jan-14,401867,Bank of England,522427
15-Jan-14,401622,Bank of England,522109
08-Jan-14,401472,Bank of England,521914
01-Jan-14,401261,Bank of England,521639
31-Dec-13,401181,Bank of England,521535
25-Dec-13,401729,Bank of England,522248
18-Dec-13,401479,Bank of England,521923
11-Dec-13,401388,Bank of England,521804
04-Dec-13,401973,Bank of England,522565
27-Nov-13,403430,Bank of England,524459
20-Nov-13,404272,Bank of England,525554
13-Nov-13,404868,Bank of England,526328
06-Nov-13,404340,Bank of England,525642
30-Oct-13,403291,Bank of England,524278
23-Oct-13,402950,Bank of England,523835
16-Oct-13,403215,Bank of England,524180
09-Oct-13,403246,Bank of England,524220
02-Oct-13,402275,Bank of England,522958
30-Sep-13,402005,Bank of England,522607
25-Sep-13,402990,Bank of England,523887
18-Sep-13,403261,Bank of England,524239
11-Sep-13,402949,Bank of England,523834
04-Sep-13,403987,Bank of England,525183
28-Aug-13,404591,Bank of England,525968
21-Aug-13,404377,Bank of England,525690
14-Aug-13,404566,Bank of England,525936
07-Aug-13,404995,Bank of England,526494
31-Jul-13,404889,Bank of England,526356
24-Jul-13,404055,Bank of England,525272
17-Jul-13,403789,Bank of England,524926
10-Jul-13,403965,Bank of England,525155
03-Jul-13,403852,Bank of England,525008
26-Jun-13,404092,Bank of England,525320
19-Jun-13,404220,Bank of England,525486
12-Jun-13,403386,Bank of England,524402
05-Jun-13,403404,Bank of England,524425
29-May-13,403771,Bank of England,524902
22-May-13,404294,Bank of England,525582
15-May-13,402779,Bank of England,523613
08-May-13,402968,Bank of England,523858
01-May-13,403381,Bank of England,524395
24-Apr-13,403858,Bank of England,525015
17-Apr-13,404071,Bank of England,525292
10-Apr-13,403969,Bank of England,525160
03-Apr-13,403797,Bank of England,524936
27-Mar-13,404061,Bank of England,525279
20-Mar-13,403680,Bank of England,524784
13-Mar-13,405567,Bank of England,527237
06-Mar-13,402819,Bank of England,523665
27-Feb-13,402431,Bank of England,523160
20-Feb-13,404228,Bank of England,525496
13-Feb-13,404054,Bank of England,525270
06-Feb-13,404410,Bank of England,525733
30-Jan-13,404517,Bank of England,525872
23-Jan-13,405346,Bank of England,526950
16-Jan-13,409853,Bank of England,532809
09-Jan-13,409852,Bank of England,532808
02-Jan-13,410223,Bank of England,533290
26-Dec-12,410381,Bank of England,533495
19-Dec-12,414611,Bank of England,538994
12-Dec-12,415099,Bank of England,539629
05-Dec-12,414552,Bank of England,538918
28-Nov-12,414839,Bank of England,539291
21-Nov-12,414343,Bank of England,538646
14-Nov-12,414455,Bank of England,538792
07-Nov-12,414472,Bank of England,538814
31-Oct-12,413868,Bank of England,538028
24-Oct-12,411001,Bank of England,534301
17-Oct-12,407839,Bank of England,530191
10-Oct-12,404623,Bank of England,526010
03-Oct-12,402087,Bank of England,522713
26-Sep-12,399508,Bank of England,519360
19-Sep-12,396239,Bank of England,515111
12-Sep-12,393093,Bank of England,511021
05-Sep-12,390996,Bank of England,508295
29-Aug-12,386729,Bank of England,502748
22-Aug-12,384990,Bank of England,500487
15-Aug-12,381014,Bank of England,495318
08-Aug-12,378346,Bank of England,491850
01-Aug-12,375949,Bank of England,488734
25-Jul-12,372565,Bank of England,484335
18-Jul-12,365522,Bank of England,475179
11-Jul-12,362721,Bank of England,471537
04-Jul-12,360450,Bank of England,468585
27-Jun-12,360367,Bank of England,468477
20-Jun-12,355316,Bank of England,461911
13-Jun-12,355610,Bank of England,462293
06-Jun-12,356319,Bank of England,463215
30-May-12,356177,Bank of England,463030
23-May-12,356252,Bank of England,463128
16-May-12,356806,Bank of England,463848
09-May-12,356368,Bank of England,463278
02-May-12,355451,Bank of England,462086
25-Apr-12,351251,Bank of England,456626
18-Apr-12,345930,Bank of England,449709
11-Apr-12,341042,Bank of England,443355
04-Apr-12,338303,Bank of England,439794
28-Mar-12,334150,Bank of England,434395
21-Mar-12,331625,Bank of England,431113
14-Mar-12,329620,Bank of England,428506
07-Mar-12,324565,Bank of England,421935
29-Feb-12,321228,Bank of England,417596
22-Feb-12,313518,Bank of England,407573
15-Feb-12,311459,Bank of England,404897
08-Feb-12,308344,Bank of England,400847
01-Feb-12,306428,Bank of England,398356
25-Jan-12,301472,Bank of England,391914
18-Jan-12,296927,Bank of England,386005
11-Jan-12,297146,Bank of England,386290
04-Jan-12,292222,Bank of England,379889
28-Dec-11,290246,Bank of England,377320
21-Dec-11,290062,Bank of England,377081
14-Dec-11,290851,Bank of England,378106
07-Dec-11,285580,Bank of England,371254
30-Nov-11,281859,Bank of England,366417
23-Nov-11,276556,Bank of England,359523
16-Nov-11,272689,Bank of England,354496
09-Nov-11,266972,Bank of England,347064
02-Nov-11,261148,Bank of England,339492
26-Oct-11,256207,Bank of England,333069
19-Oct-11,250712,Bank of England,325926
12-Oct-11,245817,Bank of England,319562
05-Oct-11,242597,Bank of England,315376
28-Sep-11,243044,Bank of England,315957
21-Sep-11,243824,Bank of England,316971
14-Sep-11,241557,Bank of England,314024
07-Sep-11,241773,Bank of England,314305
31-Aug-11,240199,Bank of England,312259
24-Aug-11,239981,Bank of England,311975
17-Aug-11,239904,Bank of England,311875
10-Aug-11,239878,Bank of England,311841
03-Aug-11,238254,Bank of England,309730
27-Jul-11,237843,Bank of England,309196
20-Jul-11,237220,Bank of England,308386
13-Jul-11,235114,Bank of England,305648
06-Jul-11,236330,Bank of England,307229
29-Jun-11,236159,Bank of England,307007
22-Jun-11,236552,Bank of England,307518
15-Jun-11,239202,Bank of England,310963
08-Jun-11,239396,Bank of England,311215
01-Jun-11,239390,Bank of England,311207
25-May-11,239608,Bank of England,311490
18-May-11,239889,Bank of England,311856
11-May-11,240210,Bank of England,312273
04-May-11,240123,Bank of England,312160
27-Apr-11,240221,Bank of England,312287
20-Apr-11,240529,Bank of England,312688
13-Apr-11,241573,Bank of England,314045
06-Apr-11,242189,Bank of England,314846
30-Mar-11,242484,Bank of England,315229
23-Mar-11,242592,Bank of England,315370
16-Mar-11,242580,Bank of England,315354
09-Mar-11,244526,Bank of England,317884
02-Mar-11,245070,Bank of England,318591
23-Feb-11,240835,Bank of England,313086
16-Feb-11,241642,Bank of England,314135
09-Feb-11,241891,Bank of England,314458
02-Feb-11,241131,Bank of England,313470
26-Jan-11,241619,Bank of England,314105
19-Jan-11,242903,Bank of England,315774
12-Jan-11,244961,Bank of England,318449
05-Jan-11,246545,Bank of England,320509
29-Dec-10,246906,Bank of England,320978
22-Dec-10,247086,Bank of England,321212
15-Dec-10,246304,Bank of England,320195
08-Dec-10,245619,Bank of England,319305
01-Dec-10,245366,Bank of England,318976
24-Nov-10,245793,Bank of England,319531
17-Nov-10,242672,Bank of England,315474
10-Nov-10,244167,Bank of England,317417
03-Nov-10,244365,Bank of England,317675
27-Oct-10,244163,Bank of England,317412
20-Oct-10,243985,Bank of England,317181
13-Oct-10,243745,Bank of England,316869
06-Oct-10,244458,Bank of England,317795
29-Sep-10,244854,Bank of England,318310
22-Sep-10,244657,Bank of England,318054
15-Sep-10,245500,Bank of England,319150
08-Sep-10,247935,Bank of England,322316
01-Sep-10,247462,Bank of England,321701
25-Aug-10,247709,Bank of England,322022
18-Aug-10,249917,Bank of England,324892
11-Aug-10,250960,Bank of England,326248
04-Aug-10,251463,Bank of England,326902
28-Jul-10,252152,Bank of England,327798
21-Jul-10,251917,Bank of England,327492
14-Jul-10,249861,Bank of England,324819
07-Jul-10,250181,Bank of England,325235
30-Jun-10,250671,Bank of England,325872
23-Jun-10,251394,Bank of England,326812
16-Jun-10,250655,Bank of England,325852
09-Jun-10,251255,Bank of England,326632
02-Jun-10,252010,Bank of England,327613
26-May-10,252302,Bank of England,327993
19-May-10,251165,Bank of England,326515
12-May-10,249927,Bank of England,324905
05-May-10,249541,Bank of England,324403
28-Apr-10,249906,Bank of England,324878
21-Apr-10,250180,Bank of England,325234
14-Apr-10,250312,Bank of England,325406
07-Apr-10,251670,Bank of England,327171
31-Mar-10,252336,Bank of England,328037
24-Mar-10,251621,Bank of England,327107
17-Mar-10,249470,Bank of England,324311
10-Mar-10,250553,Bank of England,325719
03-Mar-10,248275,Bank of England,322758
24-Feb-10,247966,Bank of England,322356
17-Feb-10,247280,Bank of England,321464
10-Feb-10,245950,Bank of England,319735
03-Feb-10,250690,Bank of England,325897
27-Jan-10,249695,Bank of England,324604
20-Jan-10,245484,Bank of England,319129
13-Jan-10,241940,Bank of England,314522
06-Jan-10,237756,Bank of England,309083
30-Dec-09,237694,Bank of England,309002
23-Dec-09,237966,Bank of England,309356
16-Dec-09,240431,Bank of England,312560
09-Dec-09,238787,Bank of England,310423
02-Dec-09,239261,Bank of England,311039
25-Nov-09,234631,Bank of England,305020
18-Nov-09,235221,Bank of England,305787
11-Nov-09,233543,Bank of England,303606
04-Nov-09,236942,Bank of England,308025
28-Oct-09,235345,Bank of England,305949
21-Oct-09,229966,Bank of England,298956
14-Oct-09,225173,Bank of England,292725
07-Oct-09,222200,Bank of England,288860
30-Sep-09,226407,Bank of England,294329
23-Sep-09,222713,Bank of England,289527
16-Sep-09,225989,Bank of England,293786
09-Sep-09,221225,Bank of England,287593
02-Sep-09,221614,Bank of England,288098
26-Aug-09,220252,Bank of England,286328
19-Aug-09,220511,Bank of England,286664
12-Aug-09,217354,Bank of England,282560
05-Aug-09,246639,Bank of England,320631
29-Jul-09,245318,Bank of England,318913
22-Jul-09,241789,Bank of England,314326
15-Jul-09,237695,Bank of England,309004
08-Jul-09,233730,Bank of England,303849
01-Jul-09,226582,Bank of England,294557
24-Jun-09,220105,Bank of England,286137
17-Jun-09,222718,Bank of England,289533
10-Jun-09,217030,Bank of England,282139
03-Jun-09,220596,Bank of England,286775
27-May-09,211324,Bank of England,274721
20-May-09,221122,Bank of England,287459
13-May-09,215150,Bank of England,279695
06-May-09,218178,Bank of England,283631
29-Apr-09,212569,Bank of England,276340
22-Apr-09,209908,Bank of England,272880
15-Apr-09,198920,Bank of England,258596
08-Apr-09,214054,Bank of England,278270
01-Apr-09,189396,Bank of England,246215
25-Mar-09,181515,Bank of England,235970
18-Mar-09,173360,Bank of England,225368
11-Mar-09,184579,Bank of England,239953
04-Mar-09,167018,Bank of England,217123
25-Feb-09,177051,Bank of England,230166
18-Feb-09,168404,Bank of England,218925
11-Feb-09,181582,Bank of England,236057
04-Feb-09,174267,Bank of England,226547
28-Jan-09,189522,Bank of England,246379
21-Jan-09,218961,Bank of England,284649
14-Jan-09,257785,Bank of England,335121
07-Jan-09,237516,Bank of England,308771
31-Dec-08,238490,Bank of England,310037
24-Dec-08,237149,Bank of England,308294
17-Dec-08,225363,Bank of England,292972
10-Dec-08,235801,Bank of England,306541
03-Dec-08,259154,Bank of England,336900
26-Nov-08,239049,Bank of England,310764
19-Nov-08,262563,Bank of England,341332
12-Nov-08,236729,Bank of England,307748
05-Nov-08,251070,Bank of England,326391
29-Oct-08,266396,Bank of England,346315
22-Oct-08,292467,Bank of England,380207
15-Oct-08,276747,Bank of England,359771
08-Oct-08,199198,Bank of England,258957
01-Oct-08,186592,Bank of England,242570
24-Sep-08,137685,Bank of England,178991
17-Sep-08,118031,Bank of England,153440
10-Sep-08,93175,Bank of England,121128
03-Sep-08,97746,Bank of England,127070
27-Aug-08,93234,Bank of England,121204
20-Aug-08,93428,Bank of England,121456
13-Aug-08,92592,Bank of England,120370
06-Aug-08,95574,Bank of England,124246
30-Jul-08,93978,Bank of England,122171
23-Jul-08,91925,Bank of England,119503
16-Jul-08,90891,Bank of England,118158
09-Jul-08,92391,Bank of England,120108
02-Jul-08,89949,Bank of England,116934
25-Jun-08,91837,Bank of England,119388
18-Jun-08,86949,Bank of England,113034
11-Jun-08,93223,Bank of England,121190
04-Jun-08,99994,Bank of England,129992
28-May-08,93029,Bank of England,120938
21-May-08,94366,Bank of England,122676
14-May-08,95142,Bank of England,123685
07-May-08,100916,Bank of England,131191
30-Apr-08,92247,Bank of England,119921
23-Apr-08,96747,Bank of England,125771
16-Apr-08,99487,Bank of England,129333
09-Apr-08,98497,Bank of England,128046
02-Apr-08,100449,Bank of England,130584
26-Mar-08,98805,Bank of England,128447
19-Mar-08,102178,Bank of England,132831
12-Mar-08,97228,Bank of England,126396
05-Mar-08,105954,Bank of England,137740
27-Feb-08,96452,Bank of England,125388
20-Feb-08,97616,Bank of England,126901
13-Feb-08,96310,Bank of England,125203
06-Feb-08,95957,Bank of England,124744
30-Jan-08,94098,Bank of England,122327
23-Jan-08,102157,Bank of England,132804
16-Jan-08,96586,Bank of England,125562
09-Jan-08,101895,Bank of England,132464
02-Jan-08,101034,Bank of England,131344
26-Dec-07,102241,Bank of England,132913
24-Dec-07,102241,Bank of England,132913
19-Dec-07,107596,Bank of England,139875
12-Dec-07,97279,Bank of England,126463
05-Dec-07,96315,Bank of England,125210
28-Nov-07,96810,Bank of England,125853
21-Nov-07,97547,Bank of England,126811
14-Nov-07,95862,Bank of England,124621
07-Nov-07,93838,Bank of England,121989
31-Oct-07,92533,Bank of England,120293
24-Oct-07,95361,Bank of England,123969
17-Oct-07,91678,Bank of England,119181
10-Oct-07,89805,Bank of England,116747
03-Oct-07,93622,Bank of England,121709
26-Sep-07,98081,Bank of England,127505
19-Sep-07,95034,Bank of England,123544
12-Sep-07,83779,Bank of England,108913
05-Sep-07,84220,Bank of England,109486
29-Aug-07,83222,Bank of England,108189
22-Aug-07,80087,Bank of England,104113
15-Aug-07,81676,Bank of England,106179
08-Aug-07,80845,Bank of England,105099
01-Aug-07,81843,Bank of England,106396
25-Jul-07,80275,Bank of England,104358
18-Jul-07,80030,Bank of England,104039
11-Jul-07,79980,Bank of England,103974
04-Jul-07,99411,Bank of England,129234
27-Jun-07,79737,Bank of England,103658
20-Jun-07,81026,Bank of England,105334
13-Jun-07,80543,Bank of England,104706
06-Jun-07,80537,Bank of England,104698
30-May-07,81865,Bank of England,106425
23-May-07,79015,Bank of England,102720
16-May-07,81369,Bank of England,105780
09-May-07,79949,Bank of England,103934
02-May-07,79416,Bank of England,103241
25-Apr-07,79550,Bank of England,103415
18-Apr-07,81088,Bank of England,105414
11-Apr-07,80479,Bank of England,104623
04-Apr-07,80386,Bank of England,104502
28-Mar-07,79633,Bank of England,103523
21-Mar-07,79539,Bank of England,103401
14-Mar-07,80763,Bank of England,104992
07-Mar-07,77747,Bank of England,101071
28-Feb-07,77638,Bank of England,100929
21-Feb-07,76991,Bank of England,100088
14-Feb-07,77075,Bank of England,100198
07-Feb-07,77808,Bank of England,101150
31-Jan-07,78257,Bank of England,101734
24-Jan-07,79313,Bank of England,103107
17-Jan-07,79839,Bank of England,103791
10-Jan-07,82957,Bank of England,107844
03-Jan-07,85214,Bank of England,110778
27-Dec-06,85593,Bank of England,111271
20-Dec-06,84831,Bank of England,110280
13-Dec-06,83548,Bank of England,108612
06-Dec-06,82346,Bank of England,107050
29-Nov-06,80280,Bank of England,104364
22-Nov-06,78729,Bank of England,102348
15-Nov-06,80371,Bank of England,104482
08-Nov-06,80110,Bank of England,104143
01-Nov-06,80264,Bank of England,104343
25-Oct-06,78791,Bank of England,102428
18-Oct-06,78184,Bank of England,101639
11-Oct-06,79049,Bank of England,102764
04-Oct-06,84488,Bank of England,109834
27-Sep-06,79942,Bank of England,103925
20-Sep-06,79593,Bank of England,103471
13-Sep-06,79514,Bank of England,103368
06-Sep-06,80898,Bank of England,105167
30-Aug-06,81867,Bank of England,106427
23-Aug-06,80860,Bank of England,105118
16-Aug-06,79513,Bank of England,103367
09-Aug-06,80059,Bank of England,104077
02-Aug-06,81526,Bank of England,105984
26-Jul-06,80985,Bank of England,105281
19-Jul-06,79883,Bank of England,103848
12-Jul-06,82409,Bank of England,107132
05-Jul-06,83016,Bank of England,107921
28-Jun-06,82185,Bank of England,106841
21-Jun-06,82156,Bank of England,106803
14-Jun-06,82549,Bank of England,107314
07-Jun-06,87482,Bank of England,113727
31-May-06,87174,Bank of England,113326
24-May-06,86417,Bank of England,112342
01/04/1998,775501,Bank of Japan,628156
01/07/1998,757261,Bank of Japan,613381
01/10/1998,856921,Bank of Japan,694106
01/01/1999,783512,Bank of Japan,634645
01/04/1999,756702,Bank of Japan,612929
01/07/1999,684920,Bank of Japan,554785
01/10/1999,878350,Bank of Japan,711464
01/01/2000,969451,Bank of Japan,785255
01/04/2000,824330,Bank of Japan,667707
01/07/2000,848874,Bank of Japan,687588
01/10/2000,1014349,Bank of Japan,821623
01/01/2001,1110535,Bank of Japan,899533
01/04/2001,1143578,Bank of Japan,926298
01/07/2001,1151272,Bank of Japan,932530
01/10/2001,1138764,Bank of Japan,922399
01/01/2002,1307852,Bank of Japan,1059360
01/04/2002,1282913,Bank of Japan,1039160
01/07/2002,1264968,Bank of Japan,1024624
01/10/2002,1249520,Bank of Japan,1012111
01/01/2003,1327444,Bank of Japan,1075230
01/04/2003,1280840,Bank of Japan,1037480
01/07/2003,1295431,Bank of Japan,1049299
01/10/2003,1327921,Bank of Japan,1075616
01/01/2004,1417876,Bank of Japan,1148480
01/04/2004,1373514,Bank of Japan,1112546
01/07/2004,1363866,Bank of Japan,1104731
01/10/2004,1436095,Bank of Japan,1163237
01/01/2005,1497606,Bank of Japan,1213061
01/04/2005,1464418,Bank of Japan,1186179
01/07/2005,1490569,Bank of Japan,1207361
01/10/2005,1517773,Bank of Japan,1229396
01/01/2006,1500254,Bank of Japan,1215206
01/04/2006,1222021,Bank of Japan,989837
01/07/2006,1155623,Bank of Japan,936055
01/10/2006,1164281,Bank of Japan,943068
01/01/2007,1150193,Bank of Japan,931656
01/04/2007,1045290,Bank of Japan,846685
01/07/2007,1098471,Bank of Japan,889762
01/10/2007,1100418,Bank of Japan,891339
01/01/2008,1135781,Bank of Japan,919983
01/04/2008,1062566,Bank of Japan,860678
01/07/2008,1102603,Bank of Japan,893108
01/10/2008,1203666,Bank of Japan,974969
01/01/2009,1218584,Bank of Japan,987053
01/04/2009,1144795,Bank of Japan,927284
01/07/2009,1160813,Bank of Japan,940259
01/10/2009,1170767,Bank of Japan,948321
01/01/2010,1236753,Bank of Japan,1001770
01/04/2010,1161312,Bank of Japan,940663
01/07/2010,1202491,Bank of Japan,974018
01/10/2010,1257244,Bank of Japan,1018368
01/01/2011,1334936,Bank of Japan,1081298
01/04/2011,1331086,Bank of Japan,1078180
01/07/2011,1378819,Bank of Japan,1116843
01/10/2011,1397378,Bank of Japan,1131876
01/01/2012,1402025,Bank of Japan,1135640
01/04/2012,1425446,Bank of Japan,1154611
01/07/2012,1484611,Bank of Japan,1202535
01/10/2012,1561507,Bank of Japan,1264821
01/01/2013,1627118,Bank of Japan,1317966
01/04/2013,1820153,Bank of Japan,1474324
01/07/2013,2037708,Bank of Japan,1650543
01/10/2013,2212642,Bank of Japan,1792240
01/01/2014,2380693,Bank of Japan,1928361
01/04/2014,2526369,Bank of Japan,2046359
01/07/2014,2739875,Bank of Japan,2219299
01/10/2014,2948081,Bank of Japan,2387946
01/01/2015,3184029,Bank of Japan,2579063
01/04/2015,3404661,Bank of Japan,2757775
01/07/2015,3606270,Bank of Japan,2921079
01/10/2015,3793052,Bank of Japan,3072372
01/01/2016,4019629,Bank of Japan,3255899
01/04/2016,4242815,Bank of Japan,3436680
01/07/2016,4509569,Bank of Japan,3652751
01/10/2016,4703404,Bank of Japan,3809757
01/01/2017,4866574,Bank of Japan,3941925
01/04/2017,5002185,Bank of Japan,4051770
01/07/2017,5101962,Bank of Japan,4132589
01/10/2017,5204407,Bank of Japan,4215570
01/01/2018,5293895,Bank of Japan,4288055
01/04/2018,5376238,Bank of Japan,4354753
01/07/2018,5476362,Bank of Japan,4435853
01/10/2018,5531302,Bank of Japan,4480355
01/01/2019,5586228,Bank of Japan,4524845
01/04/2019,5646862,Bank of Japan,4573958
01/07/2019,5702787,Bank of Japan,4619257
01/10/2019,5757518,Bank of Japan,4663590
01/01/2020,5892469,Bank of Japan,4772900
01/04/2020,6355230,Bank of Japan,5147736
01/07/2020,6796037,Bank of Japan,5504790
01/10/2020,7020393,Bank of Japan,5686518
01/01/2021,7122174,Bank of Japan,5768961
01/04/2021,7205910,Bank of Japan,5836787
01/07/2021,7245703,Bank of Japan,5869019
01/10/2021,7257244,Bank of Japan,5878368
01/01/1999,697160,European Central Bank,766876
08/01/1999,685128,European Central Bank,753641
15/01/1999,686992,European Central Bank,755691
22/01/1999,667622,European Central Bank,734384
29/01/1999,694638,European Central Bank,764102
05/02/1999,687447,European Central Bank,756192
12/02/1999,680236,European Central Bank,748260
19/02/1999,681891,European Central Bank,750080
26/02/1999,692641,European Central Bank,761905
05/03/1999,698073,European Central Bank,767880
12/03/1999,693054,European Central Bank,762359
19/03/1999,668283,European Central Bank,735111
26/03/1999,699396,European Central Bank,769336
02/04/1999,774421,European Central Bank,851863
09/04/1999,679468,European Central Bank,747415
16/04/1999,705590,European Central Bank,776149
23/04/1999,691717,European Central Bank,760889
30/04/1999,698296,European Central Bank,768126
07/05/1999,692124,European Central Bank,761336
14/05/1999,687527,European Central Bank,756280
21/05/1999,691085,European Central Bank,760194
28/05/1999,705060,European Central Bank,775566
04/06/1999,706426,European Central Bank,777069
11/06/1999,697053,European Central Bank,766758
18/06/1999,691771,European Central Bank,760948
25/06/1999,695644,European Central Bank,765208
02/07/1999,722715,European Central Bank,794987
09/07/1999,722715,European Central Bank,794987
16/07/1999,721569,European Central Bank,793726
23/07/1999,721882,European Central Bank,794070
30/07/1999,739725,European Central Bank,813698
06/08/1999,722964,European Central Bank,795260
13/08/1999,716260,European Central Bank,787886
20/08/1999,713379,European Central Bank,784717
27/08/1999,733966,European Central Bank,807363
03/09/1999,727128,European Central Bank,799841
10/09/1999,721270,European Central Bank,793397
17/09/1999,717914,European Central Bank,789705
24/09/1999,728600,European Central Bank,801460
